"Statistic Label","Year","County","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2022","Co. Dublin","Information and communication (J)","Euro","1459.76"
"Median Weekly Earnings","2022","Co. Dublin","Professional, scientific and technical activities (M)","Euro","912.8"
"Median Weekly Earnings","2022","Co. Dublin","Administrative and support service activities (N)","Euro","615.44"
"Median Weekly Earnings","2022","Co. Dublin","Public administration and defence; compulsory social security (O)","Euro","977.96"
"Median Weekly Earnings","2022","Co. Dublin","Education (P)","Euro","802.58"
"Median Weekly Earnings","2022","Co. Dublin","Human health and social work activities (Q)","Euro","759.92"
"Median Weekly Earnings","2022","Co. Dublin","Industry (B to E)","Euro","943.06"
"Median Weekly Earnings","2022","Co. Dublin","Financial, insurance and real estate activities (K,L)","Euro","1132.35"
"Median Weekly Earnings","2022","Co. Dublin","Arts, entertainment, recreation and other service activities (R,S)","Euro","471.26"
"Median Weekly Earnings","2022","Co. Galway","All NACE economic sectors","Euro","666.29"
"Median Weekly Earnings","2022","Co. Galway","Construction (F)","Euro","685.05"
"Median Weekly Earnings","2022","Co. Galway","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","507.11"
"Median Weekly Earnings","2022","Co. Galway","Transportation and storage (H)","Euro","607.89"
"Median Weekly Earnings","2022","Co. Galway","Accommodation and food service activities (I)","Euro","358.93"
"Median Weekly Earnings","2022","Co. Galway","Information and communication (J)","Euro","1082.1"
"Median Weekly Earnings","2022","Co. Galway","Professional, scientific and technical activities (M)","Euro","745.62"
"Median Weekly Earnings","2022","Co. Galway","Administrative and support service activities (N)","Euro","556.54"
"Median Weekly Earnings","2022","Co. Galway","Public administration and defence; compulsory social security (O)","Euro","896.64"
"Median Weekly Earnings","2022","Co. Galway","Education (P)","Euro","895.28"
"Median Weekly Earnings","2022","Co. Galway","Human health and social work activities (Q)","Euro","720.54"
"Median Weekly Earnings","2022","Co. Galway","Industry (B to E)","Euro","770.22"
"Median Weekly Earnings","2022","Co. Galway","Financial, insurance and real estate activities (K,L)","Euro","738.33"
"Median Weekly Earnings","2022","Co. Galway","Arts, entertainment, recreation and other service activities (R,S)","Euro","395.12"
"Median Weekly Earnings","2022","Co. Kildare","All NACE economic sectors","Euro","733.52"
"Median Weekly Earnings","2022","Co. Kildare","Construction (F)","Euro","785.12"
"Median Weekly Earnings","2022","Co. Kildare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","543.48"
"Median Weekly Earnings","2022","Co. Kildare","Transportation and storage (H)","Euro","728.81"
"Median Weekly Earnings","2022","Co. Kildare","Accommodation and food service activities (I)","Euro","315.38"
"Median Weekly Earnings","2022","Co. Kildare","Information and communication (J)","Euro","1380.17"
"Median Weekly Earnings","2022","Co. Kildare","Professional, scientific and technical activities (M)","Euro","865.38"
"Median Weekly Earnings","2022","Co. Kildare","Administrative and support service activities (N)","Euro","600.66"
"Median Weekly Earnings","2022","Co. Kildare","Public administration and defence; compulsory social security (O)","Euro","1008.96"
"Median Weekly Earnings","2022","Co. Kildare","Education (P)","Euro","852.69"
"Median Weekly Earnings","2022","Co. Kildare","Human health and social work activities (Q)","Euro","730.77"
"Median Weekly Earnings","2022","Co. Kildare","Industry (B to E)","Euro","961.31"
"Median Weekly Earnings","2022","Co. Kildare","Financial, insurance and real estate activities (K,L)","Euro","1044.95"
"Median Weekly Earnings","2022","Co. Kildare","Arts, entertainment, recreation and other service activities (R,S)","Euro","438.88"
"Median Weekly Earnings","2022","Co. Kilkenny","All NACE economic sectors","Euro","655.13"
"Median Weekly Earnings","2022","Co. Kilkenny","Construction (F)","Euro","722.51"
"Median Weekly Earnings","2022","Co. Kilkenny","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","474.92"
"Median Weekly Earnings","2022","Co. Kilkenny","Transportation and storage (H)","Euro","641.64"
"Median Weekly Earnings","2022","Co. Kilkenny","Accommodation and food service activities (I)","Euro","308.22"
"Median Weekly Earnings","2022","Co. Kilkenny","Information and communication (J)","Euro","923.08"
"Median Weekly Earnings","2022","Co. Kilkenny","Professional, scientific and technical activities (M)","Euro","776.68"
"Median Weekly Earnings","2022","Co. Kilkenny","Administrative and support service activities (N)","Euro","521.99"
"Median Weekly Earnings","2022","Co. Kilkenny","Public administration and defence; compulsory social security (O)","Euro","893.29"
"Median Weekly Earnings","2022","Co. Kilkenny","Education (P)","Euro","844.72"
"Median Weekly Earnings","2022","Co. Kilkenny","Human health and social work activities (Q)","Euro","722.04"
"Median Weekly Earnings","2022","Co. Kilkenny","Industry (B to E)","Euro","810.45"
"Median Weekly Earnings","2022","Co. Kilkenny","Financial, insurance and real estate activities (K,L)","Euro","818.42"
"Median Weekly Earnings","2022","Co. Kilkenny","Arts, entertainment, recreation and other service activities (R,S)","Euro","387.54"
"Median Weekly Earnings","2022","Co. Kerry","All NACE economic sectors","Euro","583.61"
"Median Weekly Earnings","2022","Co. Kerry","Construction (F)","Euro","656.41"
"Median Weekly Earnings","2022","Co. Kerry","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","453.42"
"Median Weekly Earnings","2022","Co. Kerry","Transportation and storage (H)","Euro","597.34"
"Median Weekly Earnings","2022","Co. Kerry","Accommodation and food service activities (I)","Euro","366.01"
"Median Weekly Earnings","2022","Co. Kerry","Information and communication (J)","Euro","919.81"
"Median Weekly Earnings","2022","Co. Kerry","Professional, scientific and technical activities (M)","Euro","736.68"
"Median Weekly Earnings","2022","Co. Kerry","Administrative and support service activities (N)","Euro","507.96"
"Median Weekly Earnings","2022","Co. Kerry","Public administration and defence; compulsory social security (O)","Euro","850.25"
"Median Weekly Earnings","2022","Co. Kerry","Education (P)","Euro","858.48"
"Median Weekly Earnings","2022","Co. Kerry","Human health and social work activities (Q)","Euro","640.54"
"Median Weekly Earnings","2022","Co. Kerry","Industry (B to E)","Euro","790.75"
"Median Weekly Earnings","2022","Co. Kerry","Financial, insurance and real estate activities (K,L)","Euro","644.79"
"Median Weekly Earnings","2022","Co. Kerry","Arts, entertainment, recreation and other service activities (R,S)","Euro","358.73"
"Median Weekly Earnings","2022","Co. Longford","All NACE economic sectors","Euro","602.02"
"Median Weekly Earnings","2022","Co. Longford","Construction (F)","Euro","644.6"
"Median Weekly Earnings","2022","Co. Longford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","455.1"
"Median Weekly Earnings","2022","Co. Longford","Transportation and storage (H)","Euro","613.22"
"Median Weekly Earnings","2022","Co. Longford","Accommodation and food service activities (I)","Euro","287.72"
"Median Weekly Earnings","2022","Co. Longford","Information and communication (J)","Euro","966.01"
"Median Weekly Earnings","2022","Co. Longford","Professional, scientific and technical activities (M)","Euro","673.08"
"Median Weekly Earnings","2022","Co. Longford","Administrative and support service activities (N)","Euro","541.78"
"Median Weekly Earnings","2022","Co. Longford","Public administration and defence; compulsory social security (O)","Euro","885.97"
"Median Weekly Earnings","2022","Co. Longford","Education (P)","Euro","829.61"
"Median Weekly Earnings","2022","Co. Longford","Human health and social work activities (Q)","Euro","654.84"
"Median Weekly Earnings","2022","Co. Longford","Industry (B to E)","Euro","693.25"
"Median Weekly Earnings","2022","Co. Longford","Financial, insurance and real estate activities (K,L)","Euro","653.85"
"Median Weekly Earnings","2022","Co. Longford","Arts, entertainment, recreation and other service activities (R,S)","Euro","332.74"
"Median Weekly Earnings","2022","Co. Louth","All NACE economic sectors","Euro","636.07"
"Median Weekly Earnings","2022","Co. Louth","Construction (F)","Euro","699.84"
"Median Weekly Earnings","2022","Co. Louth","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","485.78"
"Median Weekly Earnings","2022","Co. Louth","Transportation and storage (H)","Euro","701.11"
"Median Weekly Earnings","2022","Co. Louth","Accommodation and food service activities (I)","Euro","306.9"
"Median Weekly Earnings","2022","Co. Louth","Information and communication (J)","Euro","967.8"
"Median Weekly Earnings","2022","Co. Louth","Professional, scientific and technical activities (M)","Euro","702"
"Median Weekly Earnings","2022","Co. Louth","Administrative and support service activities (N)","Euro","545.38"
"Median Weekly Earnings","2022","Co. Louth","Public administration and defence; compulsory social security (O)","Euro","913.35"
"Median Weekly Earnings","2022","Co. Louth","Education (P)","Euro","829.61"
"Median Weekly Earnings","2022","Co. Louth","Human health and social work activities (Q)","Euro","708.11"
"Median Weekly Earnings","2022","Co. Louth","Industry (B to E)","Euro","710.39"
"Median Weekly Earnings","2022","Co. Louth","Financial, insurance and real estate activities (K,L)","Euro","781.9"
"Median Weekly Earnings","2022","Co. Louth","Arts, entertainment, recreation and other service activities (R,S)","Euro","369.16"
"Median Weekly Earnings","2022","Co. Limerick","All NACE economic sectors","Euro","672.34"
"Median Weekly Earnings","2022","Co. Limerick","Construction (F)","Euro","708.57"
"Median Weekly Earnings","2022","Co. Limerick","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","475.91"
"Median Weekly Earnings","2022","Co. Limerick","Transportation and storage (H)","Euro","643.1"
"Median Weekly Earnings","2022","Co. Limerick","Accommodation and food service activities (I)","Euro","353.05"
"Median Weekly Earnings","2022","Co. Limerick","Information and communication (J)","Euro","910.05"
"Median Weekly Earnings","2022","Co. Limerick","Professional, scientific and technical activities (M)","Euro","772.87"
"Median Weekly Earnings","2022","Co. Limerick","Administrative and support service activities (N)","Euro","571.89"
"Median Weekly Earnings","2022","Co. Limerick","Public administration and defence; compulsory social security (O)","Euro","902.9"
"Median Weekly Earnings","2022","Co. Limerick","Education (P)","Euro","875.34"
"Median Weekly Earnings","2022","Co. Limerick","Human health and social work activities (Q)","Euro","700.69"
"Median Weekly Earnings","2022","Co. Limerick","Industry (B to E)","Euro","976.32"
"Median Weekly Earnings","2022","Co. Limerick","Financial, insurance and real estate activities (K,L)","Euro","801.65"
"Median Weekly Earnings","2022","Co. Limerick","Arts, entertainment, recreation and other service activities (R,S)","Euro","389.21"
"Median Weekly Earnings","2022","Co. Leitrim","All NACE economic sectors","Euro","615.08"
"Median Weekly Earnings","2022","Co. Leitrim","Construction (F)","Euro","636.86"
"Median Weekly Earnings","2022","Co. Leitrim","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","416.3"
"Median Weekly Earnings","2022","Co. Leitrim","Transportation and storage (H)","Euro","556.36"
"Median Weekly Earnings","2022","Co. Leitrim","Accommodation and food service activities (I)","Euro","281.43"
"Median Weekly Earnings","2022","Co. Leitrim","Information and communication (J)","Euro","949.88"
"Median Weekly Earnings","2022","Co. Leitrim","Professional, scientific and technical activities (M)","Euro","609.93"
"Median Weekly Earnings","2022","Co. Leitrim","Administrative and support service activities (N)","Euro","560.5"
"Median Weekly Earnings","2022","Co. Leitrim","Public administration and defence; compulsory social security (O)","Euro","862.5"
"Median Weekly Earnings","2022","Co. Leitrim","Education (P)","Euro","892.52"
"Median Weekly Earnings","2022","Co. Leitrim","Human health and social work activities (Q)","Euro","682.33"
"Median Weekly Earnings","2022","Co. Leitrim","Industry (B to E)","Euro","682.53"
"Median Weekly Earnings","2022","Co. Leitrim","Financial, insurance and real estate activities (K,L)","Euro","769.23"
"Median Weekly Earnings","2022","Co. Leitrim","Arts, entertainment, recreation and other service activities (R,S)","Euro","335.96"
"Median Weekly Earnings","2022","Co. Laois","All NACE economic sectors","Euro","659"
"Median Weekly Earnings","2022","Co. Laois","Construction (F)","Euro","728.86"
"Median Weekly Earnings","2022","Co. Laois","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","485.13"
"Median Weekly Earnings","2022","Co. Laois","Transportation and storage (H)","Euro","673.07"
"Median Weekly Earnings","2022","Co. Laois","Accommodation and food service activities (I)","Euro","319.63"
"Median Weekly Earnings","2022","Co. Laois","Information and communication (J)","Euro","1074.35"
"Median Weekly Earnings","2022","Co. Laois","Professional, scientific and technical activities (M)","Euro","720.47"
"Median Weekly Earnings","2022","Co. Laois","Administrative and support service activities (N)","Euro","593.55"
"Median Weekly Earnings","2022","Co. Laois","Public administration and defence; compulsory social security (O)","Euro","966.27"
"Median Weekly Earnings","2022","Co. Laois","Education (P)","Euro","818.04"
"Median Weekly Earnings","2022","Co. Laois","Human health and social work activities (Q)","Euro","704.48"
"Median Weekly Earnings","2022","Co. Laois","Industry (B to E)","Euro","755.78"
"Median Weekly Earnings","2022","Co. Laois","Financial, insurance and real estate activities (K,L)","Euro","806.45"
"Median Weekly Earnings","2022","Co. Laois","Arts, entertainment, recreation and other service activities (R,S)","Euro","398.24"
"Median Weekly Earnings","2022","Co. Meath","All NACE economic sectors","Euro","710.75"
"Median Weekly Earnings","2022","Co. Meath","Construction (F)","Euro","761.2"
"Median Weekly Earnings","2022","Co. Meath","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","537.14"
"Median Weekly Earnings","2022","Co. Meath","Transportation and storage (H)","Euro","764.99"
"Median Weekly Earnings","2022","Co. Meath","Accommodation and food service activities (I)","Euro","318.78"
"Median Weekly Earnings","2022","Co. Meath","Information and communication (J)","Euro","1201.92"
"Median Weekly Earnings","2022","Co. Meath","Professional, scientific and technical activities (M)","Euro","809.17"
"Median Weekly Earnings","2022","Co. Meath","Administrative and support service activities (N)","Euro","631.58"
"Median Weekly Earnings","2022","Co. Meath","Public administration and defence; compulsory social security (O)","Euro","979.74"
"Median Weekly Earnings","2022","Co. Meath","Education (P)","Euro","835.23"
"Median Weekly Earnings","2022","Co. Meath","Human health and social work activities (Q)","Euro","712.21"
"Median Weekly Earnings","2022","Co. Meath","Industry (B to E)","Euro","854.63"
"Median Weekly Earnings","2022","Co. Meath","Financial, insurance and real estate activities (K,L)","Euro","955.83"
"Median Weekly Earnings","2022","Co. Meath","Arts, entertainment, recreation and other service activities (R,S)","Euro","416.09"
"Median Weekly Earnings","2022","Co. Monaghan","All NACE economic sectors","Euro","582.72"
"Median Weekly Earnings","2022","Co. Monaghan","Construction (F)","Euro","646.81"
"Median Weekly Earnings","2022","Co. Monaghan","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","437.49"
"Median Weekly Earnings","2022","Co. Monaghan","Transportation and storage (H)","Euro","583.15"
"Median Weekly Earnings","2022","Co. Monaghan","Accommodation and food service activities (I)","Euro","285.41"
"Median Weekly Earnings","2022","Co. Monaghan","Information and communication (J)","Euro","865.38"
"Median Weekly Earnings","2022","Co. Monaghan","Professional, scientific and technical activities (M)","Euro","633.12"
"Median Weekly Earnings","2022","Co. Monaghan","Administrative and support service activities (N)","Euro","517.38"
"Median Weekly Earnings","2022","Co. Monaghan","Public administration and defence; compulsory social security (O)","Euro","892.7"
"Median Weekly Earnings","2022","Co. Monaghan","Education (P)","Euro","877.06"
"Median Weekly Earnings","2022","Co. Monaghan","Human health and social work activities (Q)","Euro","601.16"
"Median Weekly Earnings","2022","Co. Monaghan","Industry (B to E)","Euro","609.34"
"Median Weekly Earnings","2022","Co. Monaghan","Financial, insurance and real estate activities (K,L)","Euro","744.9"
"Median Weekly Earnings","2022","Co. Monaghan","Arts, entertainment, recreation and other service activities (R,S)","Euro","322.26"
"Median Weekly Earnings","2022","Co. Mayo","All NACE economic sectors","Euro","608.35"
"Median Weekly Earnings","2022","Co. Mayo","Construction (F)","Euro","682.5"
"Median Weekly Earnings","2022","Co. Mayo","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","445.01"
"Median Weekly Earnings","2022","Co. Mayo","Transportation and storage (H)","Euro","635.81"
"Median Weekly Earnings","2022","Co. Mayo","Accommodation and food service activities (I)","Euro","310.13"
"Median Weekly Earnings","2022","Co. Mayo","Information and communication (J)","Euro","920.85"
"Median Weekly Earnings","2022","Co. Mayo","Professional, scientific and technical activities (M)","Euro","687.17"
"Median Weekly Earnings","2022","Co. Mayo","Administrative and support service activities (N)","Euro","560.97"
"Median Weekly Earnings","2022","Co. Mayo","Public administration and defence; compulsory social security (O)","Euro","832.3"
"Median Weekly Earnings","2022","Co. Mayo","Education (P)","Euro","884.99"
"Median Weekly Earnings","2022","Co. Mayo","Human health and social work activities (Q)","Euro","658.99"
"Median Weekly Earnings","2022","Co. Mayo","Industry (B to E)","Euro","769.36"
"Median Weekly Earnings","2022","Co. Mayo","Financial, insurance and real estate activities (K,L)","Euro","700.85"
"Median Weekly Earnings","2022","Co. Mayo","Arts, entertainment, recreation and other service activities (R,S)","Euro","362.62"
"Median Weekly Earnings","2022","Co. Offaly","All NACE economic sectors","Euro","635.83"
"Median Weekly Earnings","2022","Co. Offaly","Construction (F)","Euro","713.91"
"Median Weekly Earnings","2022","Co. Offaly","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","474.65"
"Median Weekly Earnings","2022","Co. Offaly","Transportation and storage (H)","Euro","630.8"
"Median Weekly Earnings","2022","Co. Offaly","Accommodation and food service activities (I)","Euro","299.34"
"Median Weekly Earnings","2022","Co. Offaly","Information and communication (J)","Euro","1000"
"Median Weekly Earnings","2022","Co. Offaly","Professional, scientific and technical activities (M)","Euro","707.7"
"Median Weekly Earnings","2022","Co. Offaly","Administrative and support service activities (N)","Euro","572.25"
"Median Weekly Earnings","2022","Co. Offaly","Public administration and defence; compulsory social security (O)","Euro","905.41"
"Median Weekly Earnings","2022","Co. Offaly","Education (P)","Euro","815.56"
"Median Weekly Earnings","2022","Co. Offaly","Human health and social work activities (Q)","Euro","690.52"
"Median Weekly Earnings","2022","Co. Offaly","Industry (B to E)","Euro","684.91"
"Median Weekly Earnings","2022","Co. Offaly","Financial, insurance and real estate activities (K,L)","Euro","798.15"
"Median Weekly Earnings","2022","Co. Offaly","Arts, entertainment, recreation and other service activities (R,S)","Euro","397.5"
"Median Weekly Earnings","2022","Co. Roscommon","All NACE economic sectors","Euro","630.7"
"Median Weekly Earnings","2022","Co. Roscommon","Construction (F)","Euro","675.97"
"Median Weekly Earnings","2022","Co. Roscommon","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","454.76"
"Median Weekly Earnings","2022","Co. Roscommon","Transportation and storage (H)","Euro","636.13"
"Median Weekly Earnings","2022","Co. Roscommon","Accommodation and food service activities (I)","Euro","283.31"
"Median Weekly Earnings","2022","Co. Roscommon","Information and communication (J)","Euro","960.94"
"Median Weekly Earnings","2022","Co. Roscommon","Professional, scientific and technical activities (M)","Euro","650.25"
"Median Weekly Earnings","2022","Co. Roscommon","Administrative and support service activities (N)","Euro","550.19"
"Median Weekly Earnings","2022","Co. Roscommon","Public administration and defence; compulsory social security (O)","Euro","929.26"
"Median Weekly Earnings","2022","Co. Roscommon","Education (P)","Euro","869.19"
"Median Weekly Earnings","2022","Co. Roscommon","Human health and social work activities (Q)","Euro","651.59"
"Median Weekly Earnings","2022","Co. Roscommon","Industry (B to E)","Euro","717"
"Median Weekly Earnings","2022","Co. Roscommon","Financial, insurance and real estate activities (K,L)","Euro","753.75"
"Median Weekly Earnings","2022","Co. Roscommon","Arts, entertainment, recreation and other service activities (R,S)","Euro","352.98"
"Median Weekly Earnings","2022","Co. Sligo","All NACE economic sectors","Euro","634.09"
"Median Weekly Earnings","2022","Co. Sligo","Construction (F)","Euro","629.8"
"Median Weekly Earnings","2022","Co. Sligo","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","439.62"
"Median Weekly Earnings","2022","Co. Sligo","Transportation and storage (H)","Euro","611.45"
"Median Weekly Earnings","2022","Co. Sligo","Accommodation and food service activities (I)","Euro","298.78"
"Median Weekly Earnings","2022","Co. Sligo","Information and communication (J)","Euro","812.17"
"Median Weekly Earnings","2022","Co. Sligo","Professional, scientific and technical activities (M)","Euro","697.16"
"Median Weekly Earnings","2022","Co. Sligo","Administrative and support service activities (N)","Euro","517.49"
"Median Weekly Earnings","2022","Co. Sligo","Public administration and defence; compulsory social security (O)","Euro","877.99"
"Median Weekly Earnings","2022","Co. Sligo","Education (P)","Euro","909.96"
"Median Weekly Earnings","2022","Co. Sligo","Human health and social work activities (Q)","Euro","746.25"
"Median Weekly Earnings","2022","Co. Sligo","Industry (B to E)","Euro","790.7"
"Median Weekly Earnings","2022","Co. Sligo","Financial, insurance and real estate activities (K,L)","Euro","689.68"
"Median Weekly Earnings","2022","Co. Sligo","Arts, entertainment, recreation and other service activities (R,S)","Euro","320.22"
"Median Weekly Earnings","2022","Co. Tipperary","All NACE economic sectors","Euro","624.2"
"Median Weekly Earnings","2022","Co. Tipperary","Construction (F)","Euro","665.96"
"Median Weekly Earnings","2022","Co. Tipperary","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","455.59"
"Median Weekly Earnings","2022","Co. Tipperary","Transportation and storage (H)","Euro","638.84"
"Median Weekly Earnings","2022","Co. Tipperary","Accommodation and food service activities (I)","Euro","285.93"
"Median Weekly Earnings","2022","Co. Tipperary","Information and communication (J)","Euro","929.19"
"Median Weekly Earnings","2022","Co. Tipperary","Professional, scientific and technical activities (M)","Euro","673.07"
"Median Weekly Earnings","2022","Co. Tipperary","Administrative and support service activities (N)","Euro","546.39"
"Median Weekly Earnings","2022","Co. Tipperary","Public administration and defence; compulsory social security (O)","Euro","843.7"
"Median Weekly Earnings","2022","Co. Tipperary","Education (P)","Euro","840.51"
"Median Weekly Earnings","2022","Co. Tipperary","Human health and social work activities (Q)","Euro","644.95"
"Median Weekly Earnings","2022","Co. Tipperary","Industry (B to E)","Euro","742.02"
"Median Weekly Earnings","2022","Co. Tipperary","Financial, insurance and real estate activities (K,L)","Euro","750"
"Median Weekly Earnings","2022","Co. Tipperary","Arts, entertainment, recreation and other service activities (R,S)","Euro","384.62"
"Median Weekly Earnings","2022","Co. Waterford","All NACE economic sectors","Euro","632.42"
"Median Weekly Earnings","2022","Co. Waterford","Construction (F)","Euro","669.19"
"Median Weekly Earnings","2022","Co. Waterford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","454.15"
"Median Weekly Earnings","2022","Co. Waterford","Transportation and storage (H)","Euro","645.21"
"Median Weekly Earnings","2022","Co. Waterford","Accommodation and food service activities (I)","Euro","298.9"
"Median Weekly Earnings","2022","Co. Waterford","Information and communication (J)","Euro","862.25"
"Median Weekly Earnings","2022","Co. Waterford","Professional, scientific and technical activities (M)","Euro","684.41"
"Median Weekly Earnings","2022","Co. Waterford","Administrative and support service activities (N)","Euro","498.43"
"Median Weekly Earnings","2022","Co. Waterford","Public administration and defence; compulsory social security (O)","Euro","901.1"
"Median Weekly Earnings","2022","Co. Waterford","Education (P)","Euro","840.31"
"Median Weekly Earnings","2022","Co. Waterford","Human health and social work activities (Q)","Euro","681.73"
"Median Weekly Earnings","2022","Co. Waterford","Industry (B to E)","Euro","900.5"
"Median Weekly Earnings","2022","Co. Waterford","Financial, insurance and real estate activities (K,L)","Euro","760.25"
"Median Weekly Earnings","2022","Co. Waterford","Arts, entertainment, recreation and other service activities (R,S)","Euro","356.36"
"Median Weekly Earnings","2022","Co. Wicklow","All NACE economic sectors","Euro","696.59"
"Median Weekly Earnings","2022","Co. Wicklow","Construction (F)","Euro","714.32"
"Median Weekly Earnings","2022","Co. Wicklow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","526.68"
"Median Weekly Earnings","2022","Co. Wicklow","Transportation and storage (H)","Euro","773.83"
"Median Weekly Earnings","2022","Co. Wicklow","Accommodation and food service activities (I)","Euro","333.58"
"Median Weekly Earnings","2022","Co. Wicklow","Information and communication (J)","Euro","1465.77"
"Median Weekly Earnings","2022","Co. Wicklow","Professional, scientific and technical activities (M)","Euro","865.61"
"Median Weekly Earnings","2022","Co. Wicklow","Administrative and support service activities (N)","Euro","623.05"
"Median Weekly Earnings","2022","Co. Wicklow","Public administration and defence; compulsory social security (O)","Euro","991.44"
"Median Weekly Earnings","2022","Co. Wicklow","Education (P)","Euro","797.42"
"Median Weekly Earnings","2022","Co. Wicklow","Human health and social work activities (Q)","Euro","665.93"
"Median Weekly Earnings","2022","Co. Wicklow","Industry (B to E)","Euro","819.71"
"Median Weekly Earnings","2022","Co. Wicklow","Financial, insurance and real estate activities (K,L)","Euro","1063.41"
"Median Weekly Earnings","2022","Co. Wicklow","Arts, entertainment, recreation and other service activities (R,S)","Euro","419.99"
"Median Weekly Earnings","2022","Co. Westmeath","All NACE economic sectors","Euro","654.69"
"Median Weekly Earnings","2022","Co. Westmeath","Construction (F)","Euro","726.85"
"Median Weekly Earnings","2022","Co. Westmeath","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","509.22"
"Median Weekly Earnings","2022","Co. Westmeath","Transportation and storage (H)","Euro","642.58"
"Median Weekly Earnings","2022","Co. Westmeath","Accommodation and food service activities (I)","Euro","314.06"
"Median Weekly Earnings","2022","Co. Westmeath","Information and communication (J)","Euro","1169.54"
"Median Weekly Earnings","2022","Co. Westmeath","Professional, scientific and technical activities (M)","Euro","705.23"
"Median Weekly Earnings","2022","Co. Westmeath","Administrative and support service activities (N)","Euro","562.05"
"Median Weekly Earnings","2022","Co. Westmeath","Public administration and defence; compulsory social security (O)","Euro","899.43"
"Median Weekly Earnings","2022","Co. Westmeath","Education (P)","Euro","830.07"
"Median Weekly Earnings","2022","Co. Westmeath","Human health and social work activities (Q)","Euro","718.51"
"Median Weekly Earnings","2022","Co. Westmeath","Industry (B to E)","Euro","751.89"
"Median Weekly Earnings","2022","Co. Westmeath","Financial, insurance and real estate activities (K,L)","Euro","775.03"
"Median Weekly Earnings","2022","Co. Westmeath","Arts, entertainment, recreation and other service activities (R,S)","Euro","373.13"
"Median Weekly Earnings","2022","Co. Wexford","All NACE economic sectors","Euro","592.89"
"Median Weekly Earnings","2022","Co. Wexford","Construction (F)","Euro","656.81"
"Median Weekly Earnings","2022","Co. Wexford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","454"
"Median Weekly Earnings","2022","Co. Wexford","Transportation and storage (H)","Euro","601.82"
"Median Weekly Earnings","2022","Co. Wexford","Accommodation and food service activities (I)","Euro","316.72"
"Median Weekly Earnings","2022","Co. Wexford","Information and communication (J)","Euro","976.48"
"Median Weekly Earnings","2022","Co. Wexford","Professional, scientific and technical activities (M)","Euro","635.61"
"Median Weekly Earnings","2022","Co. Wexford","Administrative and support service activities (N)","Euro","562.37"
"Median Weekly Earnings","2022","Co. Wexford","Public administration and defence; compulsory social security (O)","Euro","877.51"
"Median Weekly Earnings","2022","Co. Wexford","Education (P)","Euro","826.95"
"Median Weekly Earnings","2022","Co. Wexford","Human health and social work activities (Q)","Euro","604.97"
"Median Weekly Earnings","2022","Co. Wexford","Industry (B to E)","Euro","693.41"
"Median Weekly Earnings","2022","Co. Wexford","Financial, insurance and real estate activities (K,L)","Euro","798.05"
"Median Weekly Earnings","2022","Co. Wexford","Arts, entertainment, recreation and other service activities (R,S)","Euro","401.34"
"Median Weekly Earnings","2022","Ireland","All NACE economic sectors","Euro","670.9"
"Median Weekly Earnings","2022","Ireland","Construction (F)","Euro","714.67"
"Median Weekly Earnings","2022","Ireland","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","496.55"
"Median Weekly Earnings","2022","Ireland","Transportation and storage (H)","Euro","697.35"
"Median Weekly Earnings","2022","Ireland","Accommodation and food service activities (I)","Euro","348.84"
"Median Weekly Earnings","2022","Ireland","Information and communication (J)","Euro","1272.45"
"Median Weekly Earnings","2022","Ireland","Professional, scientific and technical activities (M)","Euro","807.69"
"Median Weekly Earnings","2022","Ireland","Administrative and support service activities (N)","Euro","574.48"
"Median Weekly Earnings","2022","Ireland","Public administration and defence; compulsory social security (O)","Euro","929.08"
"Median Weekly Earnings","2022","Ireland","Education (P)","Euro","829.61"
"Median Weekly Earnings","2022","Ireland","Human health and social work activities (Q)","Euro","703.01"
"Median Weekly Earnings","2022","Ireland","Industry (B to E)","Euro","800.11"
"Median Weekly Earnings","2022","Ireland","Financial, insurance and real estate activities (K,L)","Euro","942.45"
